	BuisnessID	ReviewText	ReviewRating	City
1383	osteria-22quattro-roma	What an amazing dinner!! Make a reservation bc it is a tiny restaurant. We got lucky we went early at 7:30p and they were able to accommodate us. The...	5.0	Rome
1384	antica-boheme-roma	If you just arrived in Rome and youre looking for that authentic Italian restaurant where you and your partner can enjoy, well this is the spot. Affordable...	5.0	Rome
1385	antica-boheme-roma	Crowded downstairs, food was good not great, full menu (including English, Japanese and Russian) of standard Roman dishes.  Truth is that hotels vastly...	3.0	Rome
1386	antica-boheme-roma	Very good restaurant. We had the fish antipasti which was fish, calamari and octopus, it was good. Both our pasta plates were good and so were our desserts....	4.0	Rome
1387	cantina-lucifero-roma-2	Oh my word. This was probably my favorite place in Rome - everything was exceptional! The owner/main chef(?) personally greets each customer and he really...	5.0	Rome
1388	cantina-lucifero-roma-2	This place deserves at least one visit if you are anywhere near this part of Rome; it sits right around the corner from Campo De' Fiori.  They serve...	5.0	Rome
1389	cantina-lucifero-roma-2	My absolute favorite restaurant in Rome. It is a very small place, but very nice atmosphere. Remember to book a table. The host is super friendly and very...	5.0	Rome
1390	piperno-roma	Da Piperno is my favorite restaurant in Rome. Its located in the Jewish Ghetto and a charming place where u can have the entire Italian soul in the room and...	5.0	Rome
1391	piperno-roma	When a call goes out to friends and family looking for recommendations for restaurants in Rome, Piperno tops the list of many.  There is a reason for this....	4.0	Rome
1392	piperno-roma	Went to this restaurant in end of April and it was delicious!  It is a tourist spot and there were a lot of tourists there however, it was also filled with...	4.0	Rome
1393	baccano-roma-2	Our hotel was not far from here so in the two days we were in Rome, we walked by this several times.  Wanting a place where we could sit and enjoy a couple...	4.0	Rome
1394	baccano-roma-2	This place is located in the heart of Rome. You can actually hear the Trevi Fountain nearby! Very upscale and it obviously panders to tourists, but overall,...	4.0	Rome
1395	baccano-roma-2	"Very disappointed with my visit to Baccano. After two days of fantastic Rome restaurants and wonderful service, we ended here with dessert. 

The food was..."	2.0	Rome
1396	armando-al-pantheon-roma-2	When I was looking up good restaurants that served great food without being a tourist trap - but was also tourist friendly, Armando al Pantheon came up....	5.0	Rome
1397	armando-al-pantheon-roma-2	Lunch a few weeks ago while in Rome.  We were invited off the street by the elderly man slicing porchetta to partake in the glorious samples of meats and...	2.0	Rome
1398	armando-al-pantheon-roma-2	"While not completely catering to tourists, I would summarize this restaurant as expensive, food of sub-par quality, with deceptive service.

We made a..."	3.0	Rome
1399	laganà-roma	Amazing food and terrific service. We had a late dinner here and were the only non-Italians there - a good sign! The food was delicious -- we had an...	5.0	Rome
1400	laganà-roma	The Best! I've been in Rome for 3 days and have had a number of decent, but eventually disappointing dining experiences. Tonight was my last night, so I...	5.0	Rome
1401	laganà-roma	This was our best meal, hands down. we got the roman app and everything was delicious. they divided pastas (amazing cacio e pepe) between the four of us so...	5.0	Rome
1402	casa-bleve-roma-2	Please do not visit. I am a fervent Yelp follower, but I am writing this review because of such an unbelievably terrible experience. From the beginning the...	1.0	Rome
1403	casa-bleve-roma-2	#Francesco...our waiter was beyond reaponsive...we even let him pick our wine. Barnello ...  great wines, great service and fantastic dinner.  Started with...	5.0	Rome
1404	casa-bleve-roma-2	This was an interesting and very pleasant evening.  When we made the reservation, we were told the only tables available were in the entrance of the house,...	5.0	Rome
1405	ambasciata-d-abruzzo-roma-2	Our best eating experience in Rome as far as taste/quality of food & service. We arrived late for an already late dinner reservation (thanks to issues with...	5.0	Rome
1406	ambasciata-d-abruzzo-roma-2	LOVE this spot! Totally off the tourist path, but close to our hotel (The Lord Byron), the front desk recommended this place, and our travel buddies had...	4.0	Rome
1407	ambasciata-d-abruzzo-roma-2	This is a wonderful neighborhood eatery. We were looking for a non-touristy restaurant with reasonably priced delicious food and were not disappointed. I...	5.0	Rome
1408	mavi-roma-2	Great service, delicious flavorable food, free wifi nice environment.  Spinach was just right and well cooked, lamb was perfectly cooked with a lightly deep...	5.0	Rome
1409	mavi-roma-2	"What an amazing place!
Truly service minded staff. So polite and customer friendly.
If there is a down side it would be that the menu is only Italian, but..."	5.0	Rome
1410	renato-e-luisa-roma	I was aiming for 6 stars but the waiter forgot to bring me the extra grissini I asked, so I'll settle on 5 stars instead. You need to think hard to find a...	5.0	Rome
1411	renato-e-luisa-roma	"Loved it! 

Small trattoria near Campo di Fiori. The menu is quite simple but the restaurant also offers many specials. 

The atmosphere is very cosy. The..."	4.0	Rome
1412	renato-e-luisa-roma	You definitely need reservations - the place was packed as soon as it opened.  And it's a little more dressy - we came in our day wear (shorts, etc.) we...	3.0	Rome
1413	enoteca-ferrara-roma	We ate here with friends who were in from Spain, as one of our friends lived in Rome and was befriended by the family (and eventually worked for them for a...	5.0	Rome
1414	enoteca-ferrara-roma	We ate here last evening and enjoyed every aspect!  Great atmosphere, helpful and friendly service.  The food was fantastic!  Enjoyed the gnocchi and...	5.0	Rome
1415	enoteca-ferrara-roma	"We came here just for a couple drinks, and sat at the tiny bar (I'd say it's slightly smaller than a one-car garage).

They offer Aperol spritzes and..."	4.0	Rome
1416	matermatuta-roma	One of the best restaurants in Rome! I don't speak any Italian and this restaurant was far from major touristy places but the server welcomed me and...	5.0	Rome
1417	matermatuta-roma	THE best restaurant I've been to in a long time.  I don't often offer up 5 star ratings to restaurants, partly because there's always room for improvement...	5.0	Rome
1418	matermatuta-roma	"I came here for my birthday dinner while visiting Rome.

I was able to make my reservation ahead of time on TripAdvisor and even ask for a nice table. When..."	5.0	Rome
1419	felice-a-testaccio-roma	"If I could give Felice 6 stars, or 10, or 100, I would.

We came in late one December night, without a reservation, and speaking no Italian.

We waited a..."	5.0	Rome
1420	felice-a-testaccio-roma	As good as it gets. Traditional Roman cuisine, in a nicely renovated restaurant in a quiet neighborhood away from the center (take a taxi). Most famous for...	5.0	Rome
1421	felice-a-testaccio-roma	Out of red wine by glass or carafe when I was there. Service was ok and food was ok, but Perilli is wayyyyy better if you want traditional Roman fare, and a...	2.0	Rome
1422	la-cabana-roma	My ratings and 5 stars  are rare , but well deserved if you earn them!  This place is a neighborhood gem and. Must try.  Our private local guide of two days...	5.0	Rome
1423	la-cabana-roma	The pasta (first dishes) are over the moon awesome--fettuccini with artichoke and bacon is unforgettable.	5.0	Rome
1424	la-cabana-roma	Very bad service, the server started arguing with me when I said I didn't like the pasta dish. He started teaching me lesson on pasta and what is original...	1.0	Rome
1425	vivi-bistrot-roma	"Really great place for a nice sunday brunch!!
The bio-restaurant/bio-bar - cured in each detail and one can feel the love the owners put into this place -..."	5.0	Rome
1426	vivi-bistrot-roma	"I was invited here by girlfriends (fellow foodies) on the promise of a ""High Tea"" with sandwiches and Scones.

To me High Tea is an English institution,..."	2.0	Rome
1427	la-locanda-dei-pugliesi-roma	Absolutely delicious! Great Service. The Bombettes are one of the most delicious things that I have eaten. It's Buffalo Mozzarella wrapped in meat, wrapped...	5.0	Rome
1428	la-locanda-dei-pugliesi-roma	This place was delicious with probably the best service we had during our 6-day stay in Rome. We stayed at a nearby hotel and a kind older gentleman tried...	5.0	Rome
1429	la-locanda-dei-pugliesi-roma	We were staying around the corner when we found this place. We ended up eating here 2 out of our 4 nights in Rome. The dishes were simple but had some of...	5.0	Rome
1430	le-caveau-roma	We are in town for a few days, from New York. This was a definitely hidden gem. It's right around the corner from where we are staying at. We did the...	5.0	Rome
1431	le-caveau-roma	Best food...best service,,the owner was an amazing guy little English but funny and by the end he treated me with the best tiramisu i ever had,,,portions...	5.0	Rome
1432	le-caveau-roma	Amazing!!!!!!! Tiramisu is out of this world! People are very nice and service is great. Obviously foods good too :-)	5.0	Rome
1433	osteria-pistoia-roma	A gem! We tried to go to three restaurants before calling this one to see if they could take us. Not only could they seat us outside in their tiny...	5.0	Rome
1434	osteria-pistoia-roma	My girlfriend and I took a moment out from being lost in Rome (for around the 10th time) during our visit. This corner cafe gave us the strength we needed...	3.0	Rome
1435	osteria-pistoia-roma	The two stars are solely for the pulpo antipasti we had that was tender with a nice sauce although very overpriced for the serving (€10 for 4 tiny...	2.0	Rome
1436	scuderie-del-colle-roma	Love this place! Second time I've been and the service and location is unbeatable. Being a speakeasy you need to book and ask them the password to get in...	5.0	Rome
1437	trattoria-da-neno-roma	Authentic Italian restaurant, menu is all in Italian but the manager was very nice and translated for us and helped us order. Amazing food and wine.	5.0	Rome
1438	eleonora-d-arborea-roma	Oh my!  So good.  Thanks, fellow yelpers, for recommending.  The seafood was all very fresh and just delicious.  Great, gracious, friendly service....	5.0	Rome
1439	eleonora-d-arborea-roma	Take the other path and go where the locals go. Some of the best seafood ever. Order the seafood appetizer each for 25 Euro and you won't be disappointed....	5.0	Rome
1440	eleonora-d-arborea-roma	Had lunch here by luck, as usual I relied con Yelpers to recommend something and found this place nearby which had very good reviews. And it was a very...	5.0	Rome
1441	santandrea-roma-2	How is it possible that this restaurant has 4 star? Clearly the only reason they are in business is because naive tourist who don't  know good Italian food...	1.0	Rome
1442	santandrea-roma-2	"Beware - tourist trap! Their rating is deceptive. 

Honestly, I think the only reason this place has more than two stars is because your typical tourist..."	2.0	Rome
1443	santandrea-roma-2	Tourist trap. Worst food I ever had in Rome. Ordered truffle pasta but tasted like pasta in oil. Couldn't even taste the truffle. Charged us for vegetables...	1.0	Rome
1444	said-roma	Great little gem with REAL hot chocolate! Very taste treats of all kinds. Imported chocolate from all over the world. Cute restaurant area. Prices are...	5.0	Rome
1445	said-roma	I found this place as I was searching for things to do in Rome. The ratings were great so we decided to check it out for drinks and dessert. We sat by the...	5.0	Rome
1446	said-roma	"Ooh la la.. What amazing food.. And such great wine.. And coffee with chocolate? Who knew that existed? 

Now that I've oohed and aahed about this place,..."	5.0	Rome
1447	meridionale-roma	We spent a week looking for a low key place for a good meal in Travestere. We found this place and then kept coming back. The owner is warm and the food is...	5.0	Rome
1448	meridionale-roma	"Cozy little restaurant in a back alley from the bustling Trastevere piazza, decor intimate with rustic charm. 
Small terrace and AC interior which provided..."	5.0	Rome
1449	meridionale-roma	What a great find! Our friends went to Meridionale when they were in Rome, and they told us we have to go, so thankfully we listened, and took them up on...	4.0	Rome
1450	culinaria-roma	Last nite in Rome and stayed at a hotel near the train station for an early train out to the airport and found this place via trip advisor and glad I did....	5.0	Rome
1451	culinaria-roma	Tired of the usual pizza, pasta restaurants all around Rome? This little place nestled in the corner of a small street near the Termini train station is a...	5.0	Rome
1452	culinaria-roma	"Culinaria is a nice restaurant hidden in one of the many alleys in Rome. Make reservations as there are not a lot of tables!

We were warmly welcomed and..."	4.0	Rome
1453	34-roma	"What a great start to new years day with a walk in piazza del spagna and a scrumptious meal at ristorante al 34.

Menus are available in both English and..."	4.0	Rome
1454	34-roma	AL 34 is an decent restaurant if you're near Piazza del Spagna and looking for a bite to eat. The pictures from the website make the restaurant more...	3.0	Rome
1455	34-roma	There is good food everywhere in Rome, but in Ristorante 34 you find great food and excellent service by Lorenzo, a unique and friendly waiter, who rightly...	5.0	Rome
1456	the-fisherman-burger-roma-2	Disappointing experience in a strange new restaurant/bistro a stone's throw from Ponte Sant'Angelo. The location sounds good, but Fisherman Burger is...	2.0	Rome
1457	the-fisherman-burger-roma-2	Had the seafood soup and one oyster, it was a perfect meal!! Fresh seafood for sure! Best meal in Rome after eating at two other restaurants. Great...	5.0	Rome
1458	the-fisherman-burger-roma-2	"After going to St. Peter's, we wanted to grab a bite and try something new--and something new and interesting we did!  Sure, it has the word ""burger"" in its..."	5.0	Rome
1459	bacco-in-trastevere-roma	Great restaurant tucked away in the Trastevere neighborhood. Servers were wonderful and offered helpful suggestions. Their specialty are the deep fried...	5.0	Rome
1460	bacco-in-trastevere-roma	Had lunch here after a morning in Vatican City.  Good service and friendly.  No pizza, so the kids were forced to experiment with pasta.  Two shared...	4.0	Rome
1461	bacco-in-trastevere-roma	The Osteria is located on a tiny square with not much traffic. The waiters are very friendly and helpful, but sometimes too zealous. As I wanted a small...	4.0	Rome
1462	inroma-roma-2	Very mediocre restaurant, given a 2 stars instead of 3  because of the incompetent service.  To start with, the setting looks nice, so we were eager to...	2.0	Rome
1463	inroma-roma-2	We had delicious pasta for lunch here.  I had the black truffle fettucine and my boyfriend had the carbonara classic.  Really nice. A little kitschy with...	4.0	Rome
1464	inroma-roma-2	Best restaurant in Italy, Francesco the owner is the best host ever and the food, delicious!	5.0	Rome
1465	moma-roma-2	"So amazing! My husband who is a chef got to meet the chef after dinner! So much fun, excellent service and amazing food! We want to go back! 

2 bottles of..."	5.0	Rome
1466	moma-roma-2	Yelpers of the world unite - buy a ticket, fly to Rome and put Moma on the top of your list to visit (at least for the food). Yes, this place is just that...	5.0	Rome
1467	moma-roma-2	Had lunch there since it was close to the hotel.  It was mainly a business crowd.   It got very packed.  The food was good but it was a little pricey.   I...	3.0	Rome
1468	tucci-roma	Love the food- wine- beer- and staff. We went here twice on our 6 day trip to Rome. I have to say the Artichokes Roman style are simple and delicious. Also...	5.0	Rome
1469	tucci-roma	Mushroom pizza was good, service was awesome, one cannot beat the ambience eating outside in the Piazza. The pomodora brushetta was excellent! We got two...	4.0	Rome
1470	tucci-roma	Recommend this restaurant for the service and friendly staff. However the food is not great although you can give it a try. The eggplant is too cheesy and...	3.0	Rome
1471	temakinho-roma-2	Fabulous original experience in Rome, a really cute concept and a pleasant change from the usual tedium of Italian or Japanese food with little variety in...	5.0	Rome
1472	temakinho-roma-2	I want to preface this by saying this is a 4.5 star review, but of course Yelp only allows whole star ratings. Temakinho was such a clutch find. When you're...	4.0	Rome
1473	temakinho-roma-2	Being the day before a major holiday we were fortunate to get a table. Both the food and the service were great. Being Australian by origin but Roman by...	5.0	Rome
1474	mr-chow-roma-3	We needed a break from pizza and spaghetti and Mr Chows was the perfect solution. The food was delicious, they offered good size portions and the prices...	5.0	Rome
1475	mr-chow-roma-3	First night I tried to come, I got turned away due to the restaurant being too busy despite it being half empty. Got togo the next night. Just noodles and...	2.0	Rome
1476	mr-chow-roma-3	Being from the states and always have a vast variety of food to choose from I really needed a break from the 3 P's (pasta, pizza and panini's) and luckily...	4.0	Rome
1477	trattoria-cecio-roma	Best food we had in Rome! The ravioli with cheese and spinach was delicious, the panna cotta was amazing! We will be back here tomorrow for lunch!	5.0	Rome
1478	trattoria-cecio-roma	Favorite meal of my entire European vacation. I've dreamed about it for over a year. Ambiance was cute and it was definitely small. I started with the...	5.0	Rome
1479	trattoria-cecio-roma	Very good Roman cuisine! We ate there twice during our short stay in Rome. Our meals were excellent!! Really truly very good Italian pasta. Both times we...	5.0	Rome
1480	flavio-al-velavevodetto-roma	We had Cacio e Pepe elsewhere the day before and it was good, but the version here blew the other one away with fresh pasta and excellent preparation.  Also...	5.0	Rome
1481	flavio-al-velavevodetto-roma	After coming to Rome, my girlfriend and I were in search of some great cacio e pepe, the must try Roman dish. After reading reviews on Bourdain's...	5.0	Rome
1482	flavio-al-velavevodetto-roma	The best tonnarelli a cacio e pepe we had on this trip.  The fresh pasta was so al dente and I love how each strand is different from others.  Coda alla...	5.0	Rome
1483	enoteca-verso-sera-roma	"A fantastic restaurant just off the Campo de Fiori. Avoid the restaurants on the Campo for this gem. 

The pasta dishes are wonderful. I had the Carbonara..."	5.0	Rome
1484	enoteca-verso-sera-roma	We were the first customers in the restaurant and still the service was sporadic and indifferent. Especially noticeable as the next group, middle-aged...	3.0	Rome
1485	enoteca-verso-sera-roma	Not bad, middle of the road quality. Recommended by friend, so lot people like this place; my experience was just okay.	3.0	Rome
1486	osteria-del-pegno-roma	"Great spot close to tourist areas byt down a few alleys and the not a tourist trap. Very authentic. 

The waiter was very friendly. The place is pretty..."	5.0	Rome
1487	osteria-del-pegno-roma	Wife and I literally stumbled upon this restaurant after a full day in Rome. Wife got the carbonara which was amazing. I had the Penne Arrabbiata and we...	5.0	Rome
1488	osteria-del-pegno-roma	"Our favorite restaurant in all of Rome.  I have probably eaten here 20+ times.  

The location is magic, just off of Piazza Navona, so you are in the true..."	5.0	Rome
1489	al-ristoro-degli-angeli-roma	A neighborhood classic, an eclectic journey into the various gastronomic traditions from all over the country. You'd be tempted to lump it with the other...	5.0	Rome
1490	al-ristoro-degli-angeli-roma	We had just a handful of days in Roma and took the opportunity to venture to Garbetella, just 3 Metro stops from the Colleseo stop, near our hotel. Our goal...	4.0	Rome
1491	il-piccolo-mondo-roma-3	"I have no shame in admitting I am a tourist, and sometimes all you want is the safety of a nearby restaurant.  

My first trip to Rome we stayed on Via..."	5.0	Rome
1492	il-piccolo-mondo-roma-3	I found this place by sheer comfort. It was the restaurant right next to our air B and B in Rome. This restaurant was literally next door to our place....	5.0	Rome
1493	il-piccolo-mondo-roma-3	We skipped lunch because we were traveling from Florence to Rome, so when we got to Rome we were starving. Therefore, we started to roam the streets of Rome...	4.0	Rome
1494	da-dino-e-toni-roma	"The best Italian food I've ever had , I was there with my wife and we had the ultimate dining experience.
Be prepared to eat a lot of good food.
The staff..."	5.0	Rome
1495	da-dino-e-toni-roma	One of the best if not the best restaurant in Rome. This place can be easily passed because of its outside appearance. Owners Dino and Toni make up for the...	5.0	Rome
1496	da-dino-e-toni-roma	"I'm probably going to lose credibility by going against the grain but this place ain't all that and I'm baffled by the high reviews.

We ate here after..."	3.0	Rome
1497	la-pergola-roma	By far the beat meal I have had in Italy, and I heve been in Rome a few times. The food is amazingly good, the service is perfect. Always somonenmaking sure...	5.0	Rome
1498	la-pergola-roma	Do you want a glass of Don Perignon? Do you know how much it costs? If not, are you comfortable asking? What about massive white truffles? Comfortable...	3.0	Rome
1499	la-pergola-roma	"Woohoo this is my 100th review and what better way to celebrate it with a 3 star Michelin restaurant review! 

I came here for dinner with my wife during..."	5.0	Rome
1500	misticanza-roma	There is no doubt that this place deserves 5 stars! When you walk into the restaurant you feel as if you entered a different world. You feel like you're in...	5.0	Rome
1501	misticanza-roma	This was seriously the cutest restaurant that I have ever walked into. It felt like I was in a mad hatter tea party in Alice and Wonderland. Each table...	5.0	Rome
1502	misticanza-roma	Good food and delightful service. The ambiance is clean and not too pompous or pretentious. Nice surprise for a Rome eatery.	4.0	Rome
1503	gina-roma-2	We stayed at the Hotel Regent, so we figured why not eat here since it is literally across the street. Seriously some of the best gnocchi I've eaten. The...	5.0	Rome
1504	gina-roma-2	Great little restaurant around the corner from the regent hotel. The food is delicious and the ambiance is good. Kinda trendy but reasonably priced. Really...	5.0	Rome
1505	antico-arco-roma	The place interiors are great. They have tables outside, but I don't recommend to eat there because of the traffic. I ordered beef filet wrapped in nut...	5.0	Rome
1506	antico-arco-roma	Best meal we had in Rome. Staff is very nice. Food is very delicious. There's a wonderful view of the entire city from a lookout in front of a fountain just...	5.0	Rome
1507	antico-arco-roma	Solid restaurant at the top of one of seven hills in Rome. Suggested by our local friend in Rome. Simple and elegant in decor and lighting, clientele mostly...	4.0	Rome
1508	metamorfosi-roma	My wife and I really enjoyed our dinner here. We wanted to do a mix of Michelin and non-Michelin starred restaurants during our trip across Italy, and this...	5.0	Rome
1509	metamorfosi-roma	If I was to judge this Michelin starred restaurant like I would any other in my own country (Denmark) or in for example NYC or London I would have to go...	5.0	Rome
1510	metamorfosi-roma	Had a lunch at Metamorfosi. It was my best one star restaurant experience in my life. Very innovative, modern but still traditional and classy. Service is...	5.0	Rome
1511	il-vineto-roma	We were famished and needed food now!( so American). Our concierge recommended this place even though it was only 6:30pm (in Italy, places don't open till...	5.0	Rome
1512	il-vineto-roma	"We fell victim to the ""steak or sea bass trick"" that some on Trip Advisor mentioned; our waiter suggested the sea bass, we accepted, and since most of the..."	3.0	Rome
1513	il-vineto-roma	A wonderful restaurant in Rome near the Westin Excelsior Hotel among other things such as landmarks and shopping.  Fresh seafood and pasta and amazing very...	5.0	Rome
1514	taverna-angelica-roma	Our first dinner in Italy and so amazing!  Great service and amazing food!  We ordered a bunch of things to share and everything was cooked to perfection!...	5.0	Rome
1515	taverna-angelica-roma	"An excellent and hidden-away treasure near the Vatican! 
First, our server was attentive with a dry sense of humor, but gave us excellent wine..."	5.0	Rome
1516	taverna-angelica-roma	If you want a quiet, elegant dinner night go to this restaurant. Dishes were well prepared & delicious! The sample of cheese platter stimulated a lot to...	5.0	Rome
1517	il-tempio-di-iside-roma	Great food, great wines, great service. I went there with my Italian family and the owner was trying to be funny and he was also making jokes about...	4.0	Rome
1518	il-tempio-di-iside-roma	First of all, I have to disagree with the reviewer who said that this restaurant is for American foodie tourists. During our meal, we were surrounded by...	4.0	Rome
1519	il-tempio-di-iside-roma	Very mixed experience. Expensive. Great food. Bad service. Slightly unpleasant meal for us, despite the fact that the food is terrific, which almost never...	3.0	Rome
1520	tullio-roma	Holy yum! If you come here for anything you need to try the artichokes and the Tagliolini with white truffles (€60) Trust me it's worth it it's like heaven...	5.0	Rome
1521	tullio-roma	Our concierge highly recommended Tullio so our party of six went there for dinner. Unfortunately wa had a very pushy waiter. The seafood appetizer platter...	1.0	Rome
1522	tullio-roma	"We chose this restaurant because of the recommendation from our driver who described it as, ""authentic Italian, not tourist food."" We weren't disappointed...."	4.0	Rome
1523	aroma-roma	View, service, and food were all very nice. A la carte lunch menu was good and portions were surprisingly generous.	5.0	Rome
1524	aroma-roma	"The view was definitely amazing and although both the food and service was good, it was a little underwhelming. The food wasn't exceptionally unique.

The..."	3.0	Rome
1525	aroma-roma	"Food was good, really good. But Michelin starred good? Nope. And at Michelin starred prices? Hell to the no.

The food looked amazing but tasted only a bit..."	3.0	Rome
1526	benito-al-ghetto-roma	This place is fantastic! The few people they had on staff were incredibly welcoming, accommodating and easy going. The dishes of the day are all written...	5.0	Rome
1527	benito-al-ghetto-roma	We were walking through Jewish ghetto and saw sign in the window saying they gave cooking lessons!  We called and the lesson was 50 euro/ person which was...	5.0	Rome
1528	benito-al-ghetto-roma	Located in the Jewish Ghetto, Da Benito served us one of my favorite meals in Rome. We came here for lunch on the recommendation of our Roman tour guide,...	5.0	Rome
1529	zen-sushi-roma-2	I had sushi&sashimi boat. The food was absolutely delicious and I loved the ambience. Unfortunately I found the cashier (a woman) not particularly...	4.0	Rome
1530	zen-sushi-roma-2	My friends and I go to school a few blocks away.  We were craving good Asian food.  This place is definitely good and the food was authentic.  The ambiance...	4.0	Rome
1531	zen-sushi-roma-2	"Assolutamene da provare se siete degli amanti della cucina giapponese.
Certo non costa poco, il prezzo a persona varia dai 40 ai 70 euro di media, ma..."	5.0	Rome
1532	somo-roma	"We had an amazing dinner at Somo. The place is stunning, the service is very attentive, the food is awesome. 

I strongly recommend this place and the Rice..."	5.0	Rome
1533	taverna-sacchetti-roma	A little local gem near the Marriott Courtyard Park hotel. Delicious, friendly and local flavor. Looking forward to going again.	5.0	Rome
1534	taverna-sacchetti-roma	"This is a really cute family owned restaurant a couple of blocks away from the Marriott courtyard hotel

There was no sign on the building or the front of..."	4.0	Rome
1535	taverna-sacchetti-roma	Excellent food. Everything was really good! The best food we had in Rome. We stayed in Courtyard and this restaurant is 10 minutes walk from the Marriott hotel	5.0	Rome
1536	brunello-roma	Now that I am home I really miss my evenings there. The wine and appetizers were fantastic!! The wait staff they had there was out standing! It was a most...	5.0	Rome
1537	brunello-roma	Amazing wine and Limencello. I've come to the conclusion that although NYC has the best pizza, Italy has the best Limoncello, the best tasting olives and...	5.0	Rome
1538	al-moro-roma	This place was amazing - We had a 1/2 liter of wine, meat plate, mozzarella, artichokes, spaghetti carbonara, and Mont blanc and everything was very good....	5.0	Rome
1539	al-moro-roma	This is our second time to Rome and our first visit to this restaurant. It came highly recommended by magazines and a tour guide. First, guys must wear...	3.0	Rome
1540	al-moro-roma	"Recommended by our hotel concierge, travel agent and friends. This is a family owned business for over 60 years and a must try when in Rome.

Artichoke..."	5.0	Rome
1541	imàgo-roma-6	By far, my FAVORITE restaurant in Rome. Went here on our last night in the Rome after a day of shopping. It was the most perfect way to end our stay in...	5.0	Rome
1542	imàgo-roma-6	We had dinner here a couple of years ago and is one my favorite places..although uber expensive, well worth it. The service was impeccable, the view was...	5.0	Rome
1543	imàgo-roma-6	"Oh yes it is!

It is that good. Aside from the must wear jacket at all times policy this place is exceptional. 

Too many courses to remember, I tasted..."	5.0	Rome
1544	santa-cristina-al-quirinale-roma	A family business that feels like a family business. In all of the best ways. On a fluke, the husband & I happened upon this gem looking for pizza - I had a...	5.0	Rome
1545	santa-cristina-al-quirinale-roma	Great atmosphere, a hidden gem out of the way. Great special appetizer, great zuchinni pasta, and mustard filet. App came with pizza, bufalo mozzarella, and...	5.0	Rome
1546	santa-cristina-al-quirinale-roma	This place was dope!  The artichoke pasta was the best pasta dish we had in Italy.  It was creamy yet light and so delicious.  The beet risotto was very...	5.0	Rome
1547	bistrot-64-roma-2	I enjoyed one of the very best meals of my life at this place. We ordered the chef's tasting menu, which included 7 courses. Each course was its own...	5.0	Rome
1548	la-terrazza-delleden-roma-2	"Great food.  

Not inexpensive but you get what you pay for.

The best view of the city of Roma.  180 degree view of the sun rising in the morning or..."	5.0	Rome
1549	la-terrazza-delleden-roma-2	The restaurant has spectacular panoramic views of Rome. Dinner at 8:00 was perfect since we could see the city as the sun set. The city lights at night are...	5.0	Rome
1550	la-terrazza-delleden-roma-2	Amazing dinner! Spectacular views. Book reservations for best seating. We had the tasting menu for 140€ each. So delicious. Excellent service. When I...	5.0	Rome
1551	trattoria-sul-tetto-roma	Really really good! Makes you wish the first courses were second courses because you end up wanting more.	5.0	Rome
1552	trattoria-sul-tetto-roma	If you want to taste a fantastic Italian pasta on a rooftop with a view of the top of the St. Peters Basilica this is the place to be. You can have lunch or...	5.0	Rome
1553	pagaroma-roma	"It's not in the very center of Rome and typically you won't go there just walking by. Unless you are staying somewhere near the place. 
Locals eat there...."	5.0	Rome
1554	pagaroma-roma	Seems a place where the local families go out to dine.  Multi-generational.  Great service.  Our waiter recommended a very tasty red wine from the region...	4.0	Rome
1555	pagaroma-roma	I've been to Rome a few times and have had some amazing meals, but this past trip brought me here and I must say this was by far the best meal I've had here...	5.0	Rome
1556	exquisitaly-roma	"This is located next to carrani tour center

Nice inside.  Open early  which is good for an early tour meeting spot.  Asked for a tea to go. Just has basic..."	3.0	Rome
1557	exquisitaly-roma	Found this place for lunch, was near our hotel - Staff was super friendly and it was one of the best grilled octopus I have ever had. The Bacala was also...	4.0	Rome
1558	exquisitaly-roma	Me and my wife came to this place by chance.  Needless to say,  we have been here four times since during our week long visit to Rome. The atmosphere is...	5.0	Rome
1559	la-penna-d-oca-roma	Yikes. If this is four star for Roma, I'm moving back to Firenze. The worn decor and ripped paper menus, the stern hostess with the face that would crack if...	2.0	Rome
1560	la-penna-d-oca-roma	"Fantastic pasta. Very relaxing/romantic atmosphere. Not far away from the Spanish Steps. 

The souffle and tiramisu were both a bit unconventional. They..."	4.0	Rome
1561	la-penna-d-oca-roma	Simply amazing! We stumbled upon this place and I'm glad we did. We started with the meat and cheese plate and I had the Cappellacci stuffed with cheese,...	5.0	Rome
1562	due-ladroni-roma	Love this place! Best Italian food I have ever had! A must eat place!! It not at all like most tourist area restaurants.	5.0	Rome
1563	due-ladroni-roma	"The name literally means ""Two Crooks/Thieves"" 

Lives up to the name as it feels as if you are back in the ancient mafia days with this very OLD school..."	4.0	Rome
1564	due-ladroni-roma	Just love this restaurant. The sea bass carpaccio is to die for and so is their fried squid! Top it off with their apple pie...the waiters and owners are as...	5.0	Rome
1565	pierluigi-roma-2	A special but expensive place to eat. The seafood selection was fresh and unique. The meal ended up being about 150 euro a person (with wine) but well worth...	4.0	Rome
1566	pierluigi-roma-2	Came here with a party of 10 (Americans) and we weren't treated very well. The waiters were very rude once they heard us speaking English and were offended...	2.0	Rome
1567	pierluigi-roma-2	We stumbled upon This amazing restaurant that  exemplifies the epidome of a romantic Italian restaurant! Located in the center of piazza de Ricci, since...	5.0	Rome
1568	il-pagliaccio-roma	First, let me say that overall the ambiance, including the generally good-humored servers, truly is wonderful.  My wife and I now live in Rome but have...	2.0	Rome
